name,categories,description,url,favorite,Date Added
ChatGPT For YouTube,Productivity,A Google Chrome Extension to summarize YouTube videos,https://chatgpt4youtube.com,No,"May 29, 2023 11:37 AM"
Switchboard Canvas,"Generative Art, Marketing",A media toolkit offering automated image production; templates and translation tools,https://www.switchboard.ai,No,"May 29, 2023 11:37 AM"
GPTAgent,,A platform to create AI-powered apps.,https://www.gptagent.com/home-base,No,"May 29, 2023 11:37 AM"
GPT2Markdown,,Export your conversations with ChatGPT,https://chrome.google.com/webstore/detail/gpt2markdown/mlfimpibamecbdnofjnbkjomeieclnjl,No,"May 29, 2023 11:37 AM"
eCommerce ChatGPT Prompts,Prompting,A tool that generates personalized e-commerce store and marketing content.,https://www.ecommerceprompts.com,No,"May 29, 2023 11:37 AM"
Point-e,Generative Art,AI Generative 3D Models,https://github.com/openai/point-e,No,"May 29, 2023 11:37 AM"
Norby AI,Chat,A tool for chatbot building,https://norby.io,No,"May 29, 2023 11:37 AM"
ReadEasy.ai,Productivity,An tool to simplify text.,https://readeasy.ai,No,"May 29, 2023 11:37 AM"
Google Colab Copilot,Productivity,A Google Colab copilot to use OpenAI API and to generate javascript scripts.,https://copilot.naklecha.com,No,"May 29, 2023 11:37 AM"
Heyday,"Productivity, Research",AI-powered memory assistant,https://heyday.xyz,No,"May 29, 2023 11:37 AM"
StudioGPT,Generative Art,Reimagine Images - Upload and convert to new image,https://www.latentlabs.art,No,"May 29, 2023 11:37 AM"
AutoSlide,Productivity,A tool to create presentations,https://autoslide.ai,No,"May 29, 2023 11:37 AM"
RankPress io,Marketing,A platform for wordpress e-commerce autoblogging,https://rankpress.io,No,"May 29, 2023 11:37 AM"
Sellesta AI,Marketing,A suite of tools to optimize Amazon listings.,https://sellesta.ai,No,"May 29, 2023 11:37 AM"
Tweet Assist App,Social Media,AI Tweet Assistant,https://tweetassist.ai,No,"May 29, 2023 11:37 AM"
MetaVoice Studio,Voice Modulation,Record your voice and this tool will convert it to other voices,https://studio.themetavoice.xyz,No,"May 29, 2023 11:37 AM"
AI Competence,Finance,A tool for value accruement report of companies and insights using AI,https://freshly.ai/discuro-form,No,"May 29, 2023 11:37 AM"
QuickVid,"Avatar Creation, Video Editing",Allow users to create professional YouTube Shorts videos 10x faster,https://www.quickvid.ai,No,"May 29, 2023 11:37 AM"
ChainGPT,Finance,A blockchain-based AI model designed to help with crypto and blockchain tasks.,https://chaingpt.org,No,"May 29, 2023 11:37 AM"
The GPT Who Lived,Fun,A tool is a cloud-based file storage and collaboration platform.,https://huggingface.co/spaces/johnnygreco/the-gpt-who-lived,No,"May 29, 2023 11:37 AM"
Sivi,Generative Art,A tool to turn your text into full visual designs.,https://sivi.ai,No,"May 29, 2023 11:37 AM"
Adobe Firefly,Generative Art,Adobe's generative AI toolset,https://firefly.adobe.com,No,"May 29, 2023 11:37 AM"
Evolup,Marketing,An all-in-one solution to create and manage amazon affiliate stores.,https://www.evolup.com,No,"May 29, 2023 11:37 AM"
Cleanvoice AI,Podcasting,A tool for audio editing; remove filler sounds; stuttering mouth sounds and other artefacts from audio recordings.,https://cleanvoice.ai,No,"May 29, 2023 11:37 AM"
Userdoc,Productivity,A tool for requirements management and capturing; organizing and managing system requirements.,https://userdoc.fyi,No,"May 29, 2023 11:37 AM"
ECold Ai,Marketing,A tool to automate cold email personalizations,https://ecold.ai,No,"May 29, 2023 11:37 AM"
No-Code AI Model Builder,Code,Create fully customised OpenAI models with your own data,https://no-code-ai-model-builder.com,No,"May 29, 2023 11:37 AM"
Safurai,Code,A Visual Studio Extension for AI Code Assistant.,https://www.safurai.com,No,"May 29, 2023 11:37 AM"
Puppetry,Productivity,A free animation app,https://apps.apple.com/us/app/puppetry/id1671248086,No,"May 29, 2023 11:37 AM"
EbSynth,"Generative Art, Generative Video",Combine a reference video and reference image to make unique animations,https://ebsynth.com,No,"May 29, 2023 11:37 AM"
Quinvio AI,Generative Video,Video creation tool to quickly create engaging videos.,https://www.quinv.io/ai,No,"May 29, 2023 11:37 AM"
Atomic,Productivity,AI-powered calendar assistant that helps users streamline their schedules,https://www.atomiclife.app,No,"May 29, 2023 11:37 AM"
Genei,Research,Genei is tool to research and summarization.,https://www.genei.io,No,"May 29, 2023 11:37 AM"
Reflect,Productivity,The Ultimate Note-Taking Tool,https://reflect.app,No,"May 29, 2023 11:37 AM"
Vizard,Marketing,A tool to repurpose existing content to videos.,https://vizard.ai,No,"May 29, 2023 11:37 AM"
Hama,Image Improvement,A tool to erase objects or people from photos.,https://www.hama.app,No,"May 29, 2023 11:37 AM"
Tability,Productivity,A tool for goal setting and tracking with OKRs.,https://tability.app/signup,No,"May 29, 2023 11:37 AM"
ProductBot,Productivity,A tool to help you decide what to buy on Amazon and get recommendations based on your preferences.,https://getproduct.help,No,"May 29, 2023 11:37 AM"
Sharly AI,Productivity,A tool to simplify text documents,https://www.sharly.ai,No,"May 29, 2023 11:37 AM"
Voila,,A Google Chrome Extension to automatically creating copy; summarizing and translating text; responding to emails.,https://www.getvoila.ai,No,"May 29, 2023 11:37 AM"
Galileo AI,Productivity,A design tool to create editable UI designs from text descriptions and images.,https://www.usegalileo.ai,No,"May 29, 2023 11:37 AM"
Pandora Avatars,"Avatar Creation, Generative Art",Create AI Avatars via own photos,https://socialbook.io/ai-avatar,No,"May 29, 2023 11:37 AM"
SchoolAI,Productivity,A tool for teachers to automate mundane tasks,https://www.schoolai.co,No,"May 29, 2023 11:37 AM"
CareerDekho Ai,,A tool for career suggestions and career path.,https://careerdekho.ai,No,"May 29, 2023 11:37 AM"
Superus,Research,A tool for visualizing mindmaps,https://superusapp.com,No,"May 29, 2023 11:37 AM"
Getaiway,Fun,Create personalized budget-friendly travel plans,https://getaiway.com,No,"May 29, 2023 11:37 AM"
Genius Ai,Productivity,An app for typing assistance,https://apps.apple.com/us/app/genius-ai/id1667135880,No,"May 29, 2023 11:37 AM"
ChatDOC,Productivity,A tool to summarize PDF files,https://chatdoc.com,No,"May 29, 2023 11:37 AM"
MealGenie,Fun,A tool for vegan recipes discovery,https://mealgenie.ai,No,"May 29, 2023 11:37 AM"
Bifrost,Productivity,A tool to convert Figma designs into React code.,https://www.bifrost.so,No,"May 29, 2023 11:37 AM"
LeadScripts,"Copywriting, Marketing",A copywriting and funnel building platform,https://leadscripts.co,No,"May 29, 2023 11:37 AM"
Reply.io,"Copywriting, Marketing",Use AI to create human-like emails,https://get.reply.io/loqpjq3qbwsp,No,"May 29, 2023 11:37 AM"
Futurepedia,Aggregator,Futurepedia is the largest AI tools directory,https://www.futurepedia.io,No,"May 29, 2023 11:37 AM"
Adaptiv Academy,Self Development,AI assisted career mentoring,https://app.adaptiv.me/app/home,No,"May 29, 2023 11:37 AM"
Bito,Code,A suite of coding tools for developers,https://bito.co,No,"May 29, 2023 11:37 AM"
Grammar GPT,Productivity,A tool for writing and editing assistant,https://www.grammar-gpt.com,No,"May 29, 2023 11:37 AM"
RightBlogger,Marketing,A tool for blogging and content creation.,https://rightblogger.com,No,"May 29, 2023 11:37 AM"
WritingMate,Copywriting,AI communications helper and writing companion powered by GPT,https://chrome.google.com/webstore/detail/writingmate-chatgptgpt-3/iihamopomflffiecicbgelncanmfionp,No,"May 29, 2023 11:37 AM"
Anote,Productivity,AI Assisted Data Labeling,https://tryanote.com,No,"May 29, 2023 11:37 AM"
Sumly.AI,"Productivity, Speech Generation, Teachers",Concise summaries of various audio & video content ,https://sumly.ai,No,"May 29, 2023 11:37 AM"
Latitude,Code,Low-code data app building tool for data exploration and visualization,https://latitude.so,No,"May 29, 2023 11:37 AM"
Upscayl,Image Improvement,"A open-source image upscaler for MacOS, Linux and Windows.",https://upscayl.github.io,No,"May 29, 2023 11:37 AM"
QuizGrowth,Marketing,Turn your content into engaging quizzes,https://quizgrowth.com,No,"May 29, 2023 11:37 AM"
Myfashion AI,Image Improvement,A tool to create personalized outfits from a single photo.,https://www.myfashionai.com,No,"May 29, 2023 11:37 AM"
Camira,Image Improvement,AI-powered suite of apps to help photographers and videographers,https://www.camira.ai,No,"May 29, 2023 11:37 AM"
Vid2Txt,Productivity,A software to generate text srt and vtt files from video and audio files.,https://vid2txt.com,No,"May 29, 2023 11:37 AM"
Artflow,"Generative Video, Text To Speech",Tool for creating animated stories with original characters; scenes dialogue and assets,https://artflow.ai,No,"May 29, 2023 11:37 AM"
Woxo,Generative Video,A tool to generate videos from text.,https://short.woxo.tech,No,"May 29, 2023 11:37 AM"
Embolden,Marketing,A platform for writing content,https://embolden.co,No,"May 29, 2023 11:37 AM"
Yarnit,Social Media,A platform for digital storytelling and create content,https://www.yarnit.app,No,"May 29, 2023 11:37 AM"
Imaiger,Aggregator,An AI Image Search tool to find images for various purposes.,https://imaiger.com,No,"May 29, 2023 11:37 AM"
AutoDraw,"Fun, Generative Art",Autocorrect but for drawings,https://autodraw.com,No,"May 29, 2023 11:37 AM"
Metatext,Code,Create Language AI models without hiring a coder,https://metatext.ai,No,"May 29, 2023 11:37 AM"
Toucan,Marketing,An app for writing and chatbot to generate content.,https://apps.apple.com/us/app/toucan-ai-chatbot-writer/id1665298806,No,"May 29, 2023 11:37 AM"
Prompt Silo,Prompting,A large database of MidJourney Prompts,https://pheeds.com/PromptSilo.php,No,"May 29, 2023 11:37 AM"
Copilotly,Marketing,An ai assistant to improve writing; research and problem-solving.,https://www.copilotly.com,No,"May 29, 2023 11:37 AM"
Runday,Productivity,AI-powered appointment booking tool,https://runday.ai,No,"May 29, 2023 11:37 AM"
Text Generator,"Code, Copywriting",Generates high quality text quickly,https://text-generator.io,No,"May 29, 2023 11:37 AM"
Motion Capture,,,,No,"May 29, 2023 11:37 AM"
Uminal,Research,Like ChatGPT but can also search the web,https://www.uminal.com,No,"May 29, 2023 11:37 AM"
HitPaw,Video Editing,"Pro video enhancement tool that uses AI to repair blurry, old & low resolution videos",https://www.hitpaw.com/hitpaw-video-enhancer.html,No,"May 29, 2023 11:37 AM"
PostalAI,Fun,A tool to send custom postcards with custom messages.,https://postalai.co,No,"May 29, 2023 11:37 AM"
Paper Wizard,"Research, Students",Write papers with citations from famous experts,https://paperwizard.ai,No,"May 29, 2023 11:37 AM"
Thing Translator,"Image Scanning, Translation",Take a picture and Google's AI will tell you what it is,https://experiments.withgoogle.com/thing-translator,No,"May 29, 2023 11:37 AM"
Hanami live translator,Speech Generation,A tool to translate spoken words; web called and speech recognition in real-time.,https://github.com/MotazSabri/Hanami-release/releases/tag/Hanami-Release,No,"May 29, 2023 11:37 AM"
Mark Copy AI,Copywriting,"Create, schedule, publish and easily manage your content creation at scale",https://www.markcopy.ai,No,"May 29, 2023 11:37 AM"
AnyAPI,Productivity,A tool to add AI capabilities to their products.,https://anyapi.netlify.app,No,"May 29, 2023 11:37 AM"
Auphonic,Podcasting,Automatic audio post production,https://auphonic.com,No,"May 29, 2023 11:37 AM"
Pliny,Code,"Create, share and remix GPT-3 based apps",https://pliny.app,No,"May 29, 2023 11:37 AM"
Social Media,,,,No,"May 29, 2023 11:37 AM"
Ghostwriter,Productivity,A coding tool to debug; refactor; auto-complete suggestions; error detection and fixes and a chatbot.,https://replit.com/site/ghostwriter,No,"May 29, 2023 11:37 AM"
HitPaw Watermark Remover,Image Improvement,A tool for removing watermarks from images and videos.,https://online.hitpaw.com/photo-watermark-remover.html,No,"May 29, 2023 11:37 AM"
Replai,"Marketing, Social Media",Use AI to generate meaningful replies to Tweets,https://replai.so,No,"May 29, 2023 11:37 AM"
Phind,Research,AI search engine for developers,https://phind.com,No,"May 29, 2023 11:37 AM"
Repurpose.io,"Marketing, Social Media",Repurposing platform for video and audio creators,https://repurpose.io,No,"May 29, 2023 11:37 AM"
Question Base,Productivity,AI-powered knowledge base for teams in Slack.,https://www.questionbase.com,No,"May 29, 2023 11:37 AM"
Viddsco,Generative Video,A platform for video generation and automation,https://vidds.co/tools/video-automations,No,"May 29, 2023 11:37 AM"
Summate.it,Productivity,Quickly summarize web articles.,https://summate.it,No,"May 29, 2023 11:37 AM"
Stable Diffusion Reimagine,Generative Art,Upload an image and this will reimagine similar images,https://clipdrop.co/stable-diffusion-reimagine,No,"May 29, 2023 11:37 AM"
CodeSquire,Code,Code writing assistant,https://codesquire.ai,No,"May 29, 2023 11:37 AM"
Hugging Face,Generative Art,Required tool for Face Training in Stable Diffusion,https://huggingface.co,No,"May 29, 2023 11:37 AM"
Midjourney Prompt Generator,Prompting,The Midjourney Prompt Generator is a web application that generates custom prompts for art and video creation.,https://www.viorelspinu.com/p/midjourney-prompt-generator.html,No,"May 29, 2023 11:37 AM"
Fun ,,,,No,"May 29, 2023 11:37 AM"
Code,,,,No,"May 29, 2023 11:37 AM"
VidIQ,"Copywriting, Marketing",Helps YouTube creators improve the reach of their content (now with AI features),https://vidiq.com/,No,"May 29, 2023 11:37 AM"
Marketing ,,,,No,"May 29, 2023 11:37 AM"
GPTZero,"AI Detectors, Students, Teachers",A tool for accurately detecting AI plagiarism using multiple metrics,https://gptzero.me,No,"May 29, 2023 11:37 AM"
